output_idx,MAE,RMSE,R2
0,0.0039831942739060305,0.005777324071868308,0.801212696018168
1,0.006177512706543274,0.0097094476678531,0.9123421674682165
2,0.012788904163394427,0.017779765839742282,0.9409214645450513
3,0.017342317859371206,0.022897375570266065,0.9815513258433907
4,0.029027697984069706,0.03804051310488627,0.9900242289990793
5,0.04441657443510185,0.05782872552568193,0.9937277113948436
6,0.07529610009122865,0.09613506139107848,0.9915023493602471
7,0.09731229060352176,0.12510433674272167,0.9888930684992716
8,0.10477547865441565,0.1364149599335153,0.9831687795589307
9,0.12870622821919783,0.16630116736986067,0.9760282814286239
10,0.14560113984072318,0.18747545648503441,0.9697400764942333
11,0.15707507073998292,0.20131238191586695,0.9656628395034557
12,0.17306901029503793,0.221640428035085,0.9564814090174422
13,0.18949342206528308,0.24202400718455497,0.9423505055336189
14,0.21246147329146237,0.2719449994676663,0.9053311577086899
15,0.24736283302046927,0.32161490966111567,0.8237370091538462
16,0.3153113850674642,0.44682116798565596,0.6347490488515621
17,0.5001178477199778,0.8276645558860519,0.27445730031506743
18,0.7654759807059164,1.4015068035240272,0.1437298260043515
19,1.0925374840510462,2.003565189878558,0.10144653752108716
20,1.354234398286304,2.3513540878628008,-0.10330502482573467
21,1.70305621126008,2.8080093195213895,-0.3130268703411035
22,1.6286605603127458,2.875209924938082,0.0880280098879269
23,1.8171952973358492,3.2168234008635985,-0.011548652585692487
24,2.0104638481866033,3.4907900856977725,0.019648173583817985
25,2.3278306162634603,3.920631021991008,-0.2950863861332139
26,2.7718025397067234,4.391017429049374,-0.6386740218759521
27,2.9074696126846598,4.6249177860590605,-0.2787545560411359
28,2.884623995179228,4.865280346687979,0.2144776181077572
29,3.1907661516621264,5.43055124742196,0.2924697518009594
30,3.5246364293730466,6.1075612163772774,0.3736130471554744
31,3.861321958833981,6.8480577347425085,0.1885775179892856
32,4.207286468487206,7.600404954667912,0.2800529674098709
33,4.579652399423902,8.360895441695845,0.44918448720346055
34,5.116798616695257,9.192265273807331,0.4884919841662851
35,5.487240284095795,9.926837058706825,0.4915627085101339
36,5.74467693991926,10.441996069270997,0.5102215896847523
37,6.057685215378275,11.000980159142236,0.4894506536129842
38,6.304751757720266,11.269961981263554,0.4771919851804059
39,6.531799205756079,11.427949190985315,0.4326373113728417
40,6.641158020275725,11.205024855593926,0.41007609697984854
41,6.596313831558615,10.886214926559681,0.388502463593702
42,6.705490142564038,10.6602864136954,0.3639701950134151
43,6.650234821484173,10.372183448076777,0.3594472952299035
44,6.570896291169821,10.124480645531401,0.34373638706564386
45,6.5489817954737175,9.80369525793934,0.3337602981470192
46,6.332906563906651,9.339679010152324,0.32567207863657827
47,6.070219156934652,8.760161430631412,0.29572598991986127
48,5.65793189578375,8.084612604969115,0.3020240531036245
49,5.187738068957959,7.4020084758278415,0.2999690913729486
50,4.761075049397381,6.792645294060894,0.29935334971202465
51,4.459060282632122,6.314265579485483,0.26664925415115687
52,4.192261663776286,5.919400940531993,0.2602403881081337
