output_idx,MAE,RMSE,R2
0,0.0031416267863329673,0.005533113669408081,0.8177822609578443
1,0.003147807438810107,0.006704286522845572,0.9493033083115826
2,0.007000454490697774,0.011319060579222611,0.9736623576621896
3,0.017665734484982053,0.022461895240371527,0.982361985551552
4,0.03869049741322058,0.046020493375085375,0.9840476458860911
5,0.0782878967182563,0.090752815322863,0.9813200595155852
6,0.09523329979778748,0.1369985285853042,0.9796434124160506
7,0.12910435016892943,0.20051684156427152,0.9683213405629453
8,0.11094716357210593,0.17669960024322484,0.9692597155034223
9,0.11871124107953956,0.19355132321812615,0.9662818072111247
10,0.1439016102071801,0.2287731183541212,0.9557111763741154
11,0.1582029261982025,0.24698170467652855,0.9483561481169192
12,0.16968746129635384,0.2624031157286901,0.9373874627268521
13,0.17674748707720978,0.26463985523494754,0.929855247128498
14,0.19882258664042404,0.28458575960030297,0.8977869600488946
15,0.2216890070038897,0.3144074159210551,0.836759806012739
16,0.2743030994835585,0.4276556198342283,0.6698353477126177
17,0.44494813909151976,0.8092455737914866,0.29702245264964944
18,0.7480304738256248,1.4018152426136352,0.14379404349952685
19,1.0394672780586154,1.9848034650120046,0.11523018118581425
20,1.1367135462744935,2.2202359095054303,0.1678419422198784
21,1.2672504705957517,2.485367631334902,0.18852175339309055
22,1.441644177357199,2.8201068351732523,0.23056953620767193
23,1.6392968336098945,3.2076632034415176,0.2546069382214725
24,1.8456634433129615,3.5628547765516316,0.3038178131586595
25,2.0681846086524605,4.014800887926995,0.33636744537739577
26,2.325541917619505,4.502258029021064,0.3606428787127605
27,2.606537714156697,5.087135164967914,0.38381621347801415
28,2.9546403528470075,5.862358585062521,0.394574078055078
29,3.3702674224597717,6.792122002872783,0.3977225353821679
30,3.834402656592092,7.800466157250123,0.3992564817405329
31,4.318931074707517,8.838443454696435,0.3942169399961051
32,4.771055871801347,9.793742610437253,0.39278359347077757
33,5.226007604576494,10.721210661549142,0.3880744789242758
34,5.668724851520746,11.563754796845622,0.3819161508273899
35,6.113407658997669,12.35275859155204,0.3694528009003581
36,6.438802607133975,12.817266638547968,0.35937623382645584
37,6.727043901981031,13.174262699144066,0.34209236435632967
38,6.9195799329763545,13.21811251265211,0.32751877578945837
39,6.997384530568104,12.961984418029482,0.31470479067638035
40,7.02627452481812,12.593117813846282,0.2988217981307749
41,7.009175674881771,12.163631633651152,0.2803496563491868
42,6.966899624644828,11.70031324603147,0.2675987315657229
43,6.939832372934464,11.270292602435985,0.25851143264698834
44,6.906258974536509,10.871075782534298,0.2527724414842453
45,6.818141341761393,10.462089866396768,0.2496836501189009
46,6.582669381989436,9.911332491842968,0.24258872247182736
47,6.2377533083368855,9.236742086568487,0.23597893531139977
48,5.8183246823804184,8.493248912379348,0.23260461637865384
49,5.372143275688501,7.758363764013356,0.2331314655079176
50,4.9343080158050325,7.094735461401984,0.23290958132404724
51,4.57295434433034,6.559660975703145,0.2281614481234795
52,4.294996369672607,6.157664241678165,0.21810087003082249
53,4.055403023554463,5.845552624720593,0.2043193840834727
54,3.848325188789543,5.612246435533867,0.19343801358039023
55,3.6920784531241146,5.4790826856596455,0.18394375466100474
56,3.5723539054227564,5.417646656706953,0.19377234276328026
57,3.5119555263027826,5.450890629852613,0.21118911304950508
58,3.7463402020383705,5.916750101969413,0.21089543488190618
59,5.001710482986863,7.81966960117767,0.27071408924918156
60,0.0003589516736429975,0.00041105684941265586,-inf
61,0.0003445827506584718,0.00043059942837565785,-inf
62,0.00047528037073944876,0.0006538401428663781,-inf
63,0.0009511207869106912,0.0013244640273800052,-inf
64,0.0029160573930396036,0.0035510288496939744,-inf
65,0.006332623815127712,0.007903446700976651,-inf
66,0.006320624669423974,0.010160531966361545,-inf
67,0.006965667050267414,0.011439431299257582,-inf
68,0.007995533508080039,0.01502159258237583,-inf
69,0.011499023205607405,0.02474556788033794,-inf
70,0.015640168378269332,0.034447711986435196,-inf
71,0.03127909569591355,0.05518307248804327,-inf
72,0.036641085643206076,0.0688327190486206,-10436715634.046041
73,0.03787721822719548,0.0731980442578696,-2191312747.7140336
74,0.04250030348395451,0.0769075072701497,-94873133.32267207
75,0.04652142998331326,0.07943136237554062,-3006268.821138989
76,0.054237155175774765,0.08725667238013585,-456536.3344274846
77,0.06449448951939435,0.10180556757150501,-37289.653676937356
78,0.07043243575104861,0.10939101098778627,-3925.205512569221
79,0.0907826406013228,0.1412651184162681,-1702.8700345888108
80,0.0855832943495326,0.1591861406706521,-240.5396394655071
81,0.11122042112613466,0.2082872744699409,-51.11948550318436
82,0.16557444151869255,0.3403182104264942,-11.904546176175401
83,0.27195452811752013,0.5703962374331191,-4.372123922750573
84,0.4306539397836994,0.9122828386362318,-1.444437859210961
85,0.6563104438133132,1.4000966026723773,-0.47924108158797535
86,0.9329291457352232,1.9963512830400145,-0.13216298873605206
87,1.2501980620579312,2.69684263848646,0.059161635451289864
88,1.61676681135277,3.486351749481124,0.16360216307168454
89,2.07245873042169,4.472131209857618,0.214832778254632
90,2.566963066020272,5.525341694767199,0.25962975282758965
91,3.086991880845774,6.619415522132502,0.2704751461664867
92,3.662916187593948,7.77553169735948,0.2739304685886497
93,4.29513622296552,9.042137927441757,0.27055444300063064
94,5.034690086858482,10.46874725993928,0.2541472013955395
95,5.871633667800462,12.081563160906361,0.2372612914214043
96,6.742933130537075,13.615692528729559,0.22372238044895423
97,7.696843180484009,15.301140172956202,0.20280068999909873
98,8.693459782545517,17.008875525598214,0.18402816962728785
99,9.68906441651687,18.609221428470036,0.1643192604851689
100,10.678359012963327,19.864752356430227,0.14533276124282574
101,11.570146580530013,20.96096993584335,0.12726524218993981
102,12.478752227161541,21.812559502136324,0.11375574759493119
103,13.255495285844333,22.470632952271885,0.10612399661463467
104,13.928077808393924,22.92397491056816,0.10404260905561298
105,14.447858244787225,23.07162414063663,0.10383480935022786
106,14.61055853083887,22.719535646754853,0.10511569840221711
107,14.4661294995216,21.999318481195605,0.10171457835584292
108,13.984815697033554,20.845601728830037,0.10659691367718709
109,13.269735963765855,19.48522244792272,0.11756729377787474
110,12.468811750997224,18.076156491325804,0.13124589429476563
111,11.785552538482541,16.925018971505256,0.15036672105335291
112,11.17841784417648,15.952787707520287,0.16720590156263268
113,10.637372121691392,15.131824227962511,0.17536740301982004
114,10.110382994124992,14.387261460834848,0.17559469744628287
115,9.447100069831807,13.499707939149038,0.158938516674901
116,8.758187098304115,12.691493279500186,0.13814062079861797
117,7.967052307417636,11.760372258722931,0.12813615871121456
118,7.597341845493368,11.349890751385159,0.11375093634197274
119,6.995008653292669,10.542902031099274,0.13364061429399746
120,28.486741575887763,52.85564454194837,0.9036248841786175
121,13.281561156577714,16.789503236400105,0.6429189424476166
122,4.46814103572547,7.984248882039516,-inf
123,72.88883607529141,164.13469603039096,-0.3821427683296639
124,15.740167404931336,31.783089153731325,0.8653460757058777
125,18.69888341491585,37.15557082375717,0.8454921549114038
126,8.237704606603122,16.50331427926965,0.8651696066318814
127,7.747308789818568,15.739087551016427,0.6755160259206408
