epoch,accuracy,loss,mae,mse,val_accuracy,val_loss,val_mae,val_mse
0,0.9699145555496216,0.004687614273279905,0.026909932494163513,0.004687614273279905,0.9745773673057556,0.0042809066362679005,0.025028198957443237,0.0042809066362679005
0,0.9738938808441162,0.00425859447568655,0.02475353702902794,0.00425859447568655,0.9728143215179443,0.004240748006850481,0.024720579385757446,0.004240748006850481
0,0.9751012921333313,0.004154684487730265,0.024269726127386093,0.004154684487730265,0.9752416014671326,0.004162566736340523,0.024257907643914223,0.004162566736340523
0,0.9756340384483337,0.004096134100109339,0.024057848379015923,0.004096134100109339,0.9767111539840698,0.00410576444119215,0.024062033742666245,0.00410576444119215
0,0.9761638641357422,0.004055645316839218,0.023929413408041,0.004055645316839218,0.9766942262649536,0.004050360526889563,0.0238115806132555,0.004050360526889563
0,0.9765461683273315,0.004027927294373512,0.023848501965403557,0.004027927294373512,0.9774525165557861,0.004068711306899786,0.023732926696538925,0.004068711772561073
0,0.9770260453224182,0.004003969021141529,0.023791814222931862,0.004003969021141529,0.9769520163536072,0.003981058485805988,0.023621784523129463,0.003981058485805988
0,0.9771880507469177,0.0039847311563789845,0.0237444881349802,0.0039847311563789845,0.9748445749282837,0.0039945500902831554,0.023659642785787582,0.0039945500902831554
0,0.9775578379631042,0.003969503100961447,0.023707740008831024,0.003969503100961447,0.9777159094810486,0.003969874698668718,0.023514077067375183,0.003969874698668718
0,0.9775856733322144,0.003955220337957144,0.02366683818399906,0.003955220337957144,0.9777422547340393,0.0039726789109408855,0.023541219532489777,0.0039726789109408855
0,0.9778040051460266,0.0039420765824615955,0.02363191917538643,0.0039420765824615955,0.9784741997718811,0.003942991141229868,0.023541094735264778,0.003942991141229868
0,0.9779540300369263,0.003931461833417416,0.023603031411767006,0.003931461833417416,0.9782729148864746,0.003999092150479555,0.023853160440921783,0.003999092150479555
0,0.9780285358428955,0.003923739772289991,0.023588456213474274,0.003923739772289991,0.9779097437858582,0.004022099077701569,0.023948874324560165,0.004022099077701569
0,0.9780443906784058,0.003915374167263508,0.02356935665011406,0.003915374167263508,0.977683961391449,0.003926695790141821,0.023512130603194237,0.003926695790141821
0,0.9780573844909668,0.0039078956469893456,0.023547835648059845,0.0039078956469893456,0.977996289730072,0.0039261807687580585,0.02356092818081379,0.0039261807687580585
0,0.9781694412231445,0.0039017125964164734,0.023535892367362976,0.0039017125964164734,0.9779248237609863,0.003926033619791269,0.023697005584836006,0.003926033619791269
0,0.9780660271644592,0.0038955342024564743,0.023525387048721313,0.0038955342024564743,0.9774525165557861,0.003923043608665466,0.023671524599194527,0.003923043608665466
0,0.9782127141952515,0.003888763254508376,0.02350470796227455,0.003888763254508376,0.9774148464202881,0.003927281592041254,0.023532772436738014,0.003927281592041254
0,0.9783247113227844,0.0038843248039484024,0.02349361777305603,0.0038843248039484024,0.9780452251434326,0.003947826102375984,0.02386345900595188,0.003947826102375984
0,0.978259801864624,0.0038786325603723526,0.02347666583955288,0.0038786325603723526,0.9759133458137512,0.0039776344783604145,0.023862875998020172,0.0039776344783604145
0,0.9782655835151672,0.0038749922532588243,0.02347182109951973,0.0038749922532588243,0.9776914715766907,0.0039052797947078943,0.023415030911564827,0.0039052797947078943
0,0.9782747030258179,0.0038692420348525047,0.02345232293009758,0.0038692420348525047,0.9779925346374512,0.003906221129000187,0.02368658035993576,0.003906221129000187
0,0.978393018245697,0.0038660529535263777,0.023450156673789024,0.0038660529535263777,0.9786360263824463,0.003934942185878754,0.023773973807692528,0.003934942185878754
0,0.9783627390861511,0.0038624564185738564,0.023444991558790207,0.0038624564185738564,0.9786473512649536,0.0039208438247442245,0.023937460035085678,0.0039208438247442245
0,0.9784651398658752,0.003858783282339573,0.02343943528831005,0.003858783282339573,0.977747917175293,0.003933108877390623,0.023784777149558067,0.003933108877390623
0,0.9784944653511047,0.003856407944113016,0.02343684621155262,0.003856407944113016,0.9777817726135254,0.0038968888111412525,0.02351541817188263,0.0038968888111412525
0,0.978513240814209,0.0038525874260812998,0.02343033067882061,0.0038525874260812998,0.9780564904212952,0.0038795131258666515,0.0233458224684,0.0038795131258666515
0,0.9785425662994385,0.0038484910037368536,0.023413462564349174,0.0038484910037368536,0.976752519607544,0.003961449488997459,0.02358093112707138,0.003961449488997459
0,0.9785252213478088,0.00384518108330667,0.02341235987842083,0.00384518108330667,0.9774487614631653,0.0039585609920322895,0.023856811225414276,0.0039585609920322895
0,0.9785675406455994,0.003841549390926957,0.023407259956002235,0.003841549390926957,0.9778627157211304,0.003931774292141199,0.024015042930841446,0.003931774292141199
